Sample,Plant_ID,PLA_mm2,PLA_Green_mm2,PLA_Red_mm2,Width_mm,Height_mm,Hull_mm2,Solidity,PCA_Angle_deg,PCA_Aspect_Ratio
rgb_008_02.png,Plant_05,4022.01,4005.26,0.0,90.61,82.31,5656.46,0.711,152.56,1.255
rgb_008_03.png,Plant_01,1571.09,1558.77,0.0,61.27,72.97,2990.28,0.5254,61.14,1.342
rgb_008_03.png,Plant_02,4805.69,4794.31,0.0,80.55,114.28,7150.47,0.6721,90.53,1.41
rgb_008_03.png,Plant_03,2735.07,2722.27,0.0,91.56,59.2,4151.18,0.6589,18.63,1.68
rgb_008_03.png,Plant_04,4088.15,4077.25,0.0,99.82,66.09,5039.34,0.8112,172.01,1.446
rgb_008_03.png,Plant_05,4246.45,4231.75,0.0,90.18,85.37,5831.75,0.7282,143.01,1.253
rgb_008_04.png,Plant_01,1641.95,1623.84,0.0,64.21,75.95,3272.47,0.5017,62.52,1.376
rgb_008_04.png,Plant_02,5050.77,5040.76,0.0,84.93,118.07,7613.35,0.6634,83.81,1.315
rgb_008_04.png,Plant_03,3121.33,3109.42,0.0,95.98,61.45,4474.85,0.6975,21.08,1.753
rgb_008_04.png,Plant_04,4185.94,4172.59,0.0,103.57,66.98,5215.49,0.8026,176.45,1.482
rgb_008_04.png,Plant_05,4501.07,4486.77,0.0,91.83,88.38,6052.44,0.7437,144.03,1.278
rgb_008_05.png,Plant_01,1649.14,1633.08,0.0,63.93,76.3,3263.08,0.5054,74.75,1.32
rgb_008_05.png,Plant_02,5089.19,5078.8,0.0,87.3,118.92,7797.28,0.6527,74.58,1.379
rgb_008_05.png,Plant_03,3132.9,3121.09,0.0,93.49,68.05,4805.2,0.652,16.72,1.508
rgb_008_05.png,Plant_04,4270.76,4262.26,0.0,105.86,66.68,5281.98,0.8086,169.42,1.565
rgb_008_05.png,Plant_05,4729.59,4715.42,0.0,94.18,91.43,6405.67,0.7383,143.21,1.291
rgb_009_00.png,Plant_01,1713.68,1697.57,0.0,64.69,76.39,3300.41,0.5192,66.39,1.47
rgb_009_00.png,Plant_02,5259.92,5248.55,0.0,83.96,120.44,8067.73,0.652,78.0,1.434
rgb_009_00.png,Plant_03,3384.25,3371.94,0.0,90.85,77.08,5522.32,0.6128,13.31,1.235
rgb_009_00.png,Plant_04,4539.49,4526.7,0.0,110.12,70.89,5584.61,0.8129,167.63,1.628
rgb_009_00.png,Plant_05,5029.72,5018.83,0.0,95.66,95.66,6806.63,0.7389,142.22,1.258
rgb_009_01.png,Plant_01,1850.15,1832.21,0.0,69.39,76.94,3582.3,0.5165,64.18,1.366
rgb_009_01.png,Plant_02,5760.47,5743.95,0.0,98.24,124.35,9038.35,0.6373,96.75,1.277
rgb_009_01.png,Plant_03,3508.67,3494.99,0.0,92.75,79.69,5730.5,0.6123,169.36,1.207
rgb_009_01.png,Plant_04,5038.82,5026.08,0.0,115.42,76.26,6018.64,0.8372,172.4,1.45
rgb_009_01.png,Plant_05,5305.96,5292.27,0.0,95.49,102.36,7302.18,0.7266,129.4,1.242
rgb_009_02.png,Plant_01,2030.99,2014.43,0.0,77.72,77.72,4032.64,0.5036,50.94,1.447
rgb_009_02.png,Plant_02,6582.61,6567.0,0.0,110.74,126.56,10021.29,0.6569,103.87,1.353
rgb_009_02.png,Plant_03,3527.85,3514.13,0.0,96.29,77.72,5603.55,0.6296,169.17,1.286
rgb_009_02.png,Plant_04,5332.7,5320.4,0.0,119.68,81.85,6430.51,0.8293,177.17,1.49
rgb_009_02.png,Plant_05,5739.56,5721.58,0.0,98.36,107.99,7722.53,0.7432,125.84,1.308
rgb_009_03.png,Plant_01,2156.5,2139.95,0.0,78.39,82.51,4233.1,0.5094,53.82,1.458
rgb_009_03.png,Plant_02,7034.04,7020.33,0.0,112.77,129.27,9915.6,0.7094,115.8,1.256
rgb_009_03.png,Plant_03,3791.02,3778.72,0.0,100.39,71.51,5553.66,0.6826,7.0,1.348
rgb_009_03.png,Plant_04,5580.14,5565.01,0.0,121.02,90.77,7043.03,0.7923,5.23,1.312
rgb_009_03.png,Plant_05,6118.68,6103.55,0.0,101.08,111.39,8008.75,0.764,129.75,1.377
rgb_009_04.png,Plant_01,2216.98,2198.11,0.0,79.67,84.48,4398.58,0.504,58.17,1.334
rgb_009_04.png,Plant_02,7008.96,6995.28,0.0,114.01,126.37,9746.23,0.7191,121.26,1.214
rgb_009_04.png,Plant_03,4136.32,4124.53,0.0,103.02,71.43,5877.59,0.7037,11.53,1.402
rgb_009_04.png,Plant_04,5508.02,5496.23,0.0,121.56,82.42,6832.31,0.8062,1.37,1.572
rgb_009_04.png,Plant_05,6195.28,6175.94,0.0,100.96,113.32,8173.82,0.7579,125.29,1.378
rgb_009_05.png,Plant_01,2326.25,2309.34,0.0,80.88,84.99,4506.64,0.5162,59.93,1.403
rgb_009_05.png,Plant_02,6942.1,6929.89,0.0,114.46,124.06,9922.96,0.6996,118.17,1.155
rgb_009_05.png,Plant_03,4461.77,4445.33,0.0,102.12,82.25,6481.97,0.6883,179.05,1.237
rgb_009_05.png,Plant_04,5603.29,5586.38,0.0,120.63,80.88,6848.62,0.8182,1.3,1.489
rgb_009_05.png,Plant_05,6530.59,6512.74,0.0,100.75,118.57,8254.37,0.7912,125.11,1.516
